"Study_ID","Study_ID_Plus","Country","Zone","Focus","Study_Site","Animal_Species_Corrected","Plant_Species_Corrected","Animal_Family","Plant_Family"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_126","Plant_630","Family_29","Family_61"
"DB260","DB260AC",NA,"AC",NA,NA,"Frugivore_126","Plant_631","Family_29","Family_61"
"DB260","DB260AC",NA,"AC",NA,NA,"Frugivore_126","Plant_281","Family_29","Family_37"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_63","Plant_630","Family_19","Family_61"
"DB260","DB260AC",NA,"AC",NA,NA,"Frugivore_63","Plant_631","Family_19","Family_61"
"DB260","DB260AW",NA,"AW",NA,NA,"Frugivore_7","Plant_420","Family_2","Family_42"
"DB260","DB260AC",NA,"AC",NA,NA,"Frugivore_130","Plant_121","Family_29","Family_9"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_1","Plant_121","Family_1","Family_9"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_21","Family_2","Family_3"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_33","Family_2","Family_3"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_45","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_52","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_77","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_78","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_79","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_84","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_86","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_141","Family_2","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_143","Family_2","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_146","Family_2","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_148","Family_2","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_203","Family_2","Family_25"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_128","Family_2","Family_10"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_281","Family_2","Family_37"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_290","Family_2","Family_37"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_684","Family_2","Family_67"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_544","Family_2","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_547","Family_2","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_550","Family_2","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_568","Family_2","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_577","Family_2","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_603","Family_2","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_937","Family_2","Family_90"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_613","Family_2","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_614","Family_2","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_617","Family_2","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_630","Family_2","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_640","Family_2","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_641","Family_2","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_851","Family_2","Family_83"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_527","Family_2","Family_51"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_4","Plant_499","Family_2","Family_51"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_21","Family_2","Family_3"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_33","Family_2","Family_3"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_45","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_52","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_77","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_78","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_79","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_84","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_86","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_141","Family_2","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_143","Family_2","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_146","Family_2","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_148","Family_2","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_203","Family_2","Family_25"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_128","Family_2","Family_10"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_281","Family_2","Family_37"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_290","Family_2","Family_37"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_684","Family_2","Family_67"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_544","Family_2","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_547","Family_2","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_550","Family_2","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_568","Family_2","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_577","Family_2","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_603","Family_2","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_937","Family_2","Family_90"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_613","Family_2","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_614","Family_2","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_617","Family_2","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_630","Family_2","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_640","Family_2","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_641","Family_2","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_851","Family_2","Family_83"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_527","Family_2","Family_51"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_2","Plant_499","Family_2","Family_51"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_21","Family_2","Family_3"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_33","Family_2","Family_3"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_45","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_52","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_77","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_78","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_79","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_84","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_86","Family_2","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_141","Family_2","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_143","Family_2","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_146","Family_2","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_148","Family_2","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_203","Family_2","Family_25"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_128","Family_2","Family_10"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_281","Family_2","Family_37"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_290","Family_2","Family_37"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_684","Family_2","Family_67"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_544","Family_2","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_547","Family_2","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_550","Family_2","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_568","Family_2","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_577","Family_2","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_603","Family_2","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_937","Family_2","Family_90"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_613","Family_2","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_614","Family_2","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_617","Family_2","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_630","Family_2","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_640","Family_2","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_641","Family_2","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_851","Family_2","Family_83"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_527","Family_2","Family_51"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_6","Plant_499","Family_2","Family_51"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_21","Family_4","Family_3"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_33","Family_4","Family_3"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_45","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_52","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_77","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_78","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_79","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_84","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_86","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_141","Family_4","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_143","Family_4","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_146","Family_4","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_148","Family_4","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_203","Family_4","Family_25"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_128","Family_4","Family_10"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_281","Family_4","Family_37"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_290","Family_4","Family_37"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_684","Family_4","Family_67"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_544","Family_4","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_547","Family_4","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_550","Family_4","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_568","Family_4","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_577","Family_4","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_603","Family_4","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_937","Family_4","Family_90"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_613","Family_4","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_614","Family_4","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_617","Family_4","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_630","Family_4","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_640","Family_4","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_641","Family_4","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_851","Family_4","Family_83"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_527","Family_4","Family_51"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_27","Plant_499","Family_4","Family_51"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_21","Family_4","Family_3"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_33","Family_4","Family_3"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_45","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_52","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_77","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_78","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_79","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_84","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_86","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_141","Family_4","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_143","Family_4","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_146","Family_4","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_148","Family_4","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_203","Family_4","Family_25"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_128","Family_4","Family_10"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_281","Family_4","Family_37"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_290","Family_4","Family_37"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_684","Family_4","Family_67"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_544","Family_4","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_547","Family_4","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_550","Family_4","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_568","Family_4","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_577","Family_4","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_603","Family_4","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_937","Family_4","Family_90"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_613","Family_4","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_614","Family_4","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_617","Family_4","Family_58"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_630","Family_4","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_640","Family_4","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_641","Family_4","Family_61"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_851","Family_4","Family_83"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_527","Family_4","Family_51"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_26","Plant_499","Family_4","Family_51"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_21","Family_4","Family_3"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_33","Family_4","Family_3"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_45","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_52","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_77","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_78","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_79","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_84","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_86","Family_4","Family_5"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_141","Family_4","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_143","Family_4","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_146","Family_4","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_148","Family_4","Family_14"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_203","Family_4","Family_25"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_128","Family_4","Family_10"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_281","Family_4","Family_37"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_290","Family_4","Family_37"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_684","Family_4","Family_67"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_544","Family_4","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_547","Family_4","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_550","Family_4","Family_53"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_568","Family_4","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_577","Family_4","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_603","Family_4","Family_56"
"DB86","DB86","Gabon","AC","Both","Site_18","Frugivore_21","Plant_937","Family_4","Family_90"
