"Study_ID","Study_ID_Plus","Country","Zone","Focus","Study_Site","Animal_Species_Corrected","Plant_Species_Corrected","Animal_Family","Plant_Family"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_36","Plant_582","Family_8","Family_56"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_36","Plant_722","Family_8","Family_74"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_36","Plant_722","Family_8","Family_74"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_36","Plant_667","Family_8","Family_67"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_36","Plant_744","Family_8","Family_76"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_36","Plant_752","Family_8","Family_78"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_36","Plant_843","Family_8","Family_83"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_36","Plant_168","Family_8","Family_18"
"DB135","DB135","Uganda","AE","BothLimited","Site_7","Frugivore_36","Plant_121","Family_8","Family_9"
"DB35","DB35","Tanzania","AE","Plant","Site_23","Frugivore_155","Plant_573","Family_8","Family_56"
"DB53","DB53","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_744","Family_8","Family_76"
"DB53","DB53","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_119","Family_8","Family_8"
"DB53","DB53","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_582","Family_8","Family_56"
"DB53","DB53","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_722","Family_8","Family_74"
"DB54","DB54","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_843","Family_8","Family_83"
"DB54","DB54","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_119","Family_8","Family_8"
"DB54","DB54","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_225","Family_8","Family_29"
"DB54","DB54","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_291","Family_8","Family_37"
"DB54","DB54","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_545","Family_8","Family_53"
"DB54","DB54","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_409","Family_8","Family_39"
"DB54","DB54","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_555","Family_8","Family_54"
"DB54","DB54","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_722","Family_8","Family_74"
"DB54","DB54","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_723","Family_8","Family_74"
"DB54","DB54","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_664","Family_8","Family_67"
"DB54","DB54","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_667","Family_8","Family_67"
"DB54","DB54","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_752","Family_8","Family_78"
"DB54","DB54","Malawi","AE","Animal","Site_22","Frugivore_155","Plant_843","Family_8","Family_83"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_159","Family_8","Family_18"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_118","Family_8","Family_7"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_119","Family_8","Family_8"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_203","Family_8","Family_25"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_225","Family_8","Family_29"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_291","Family_8","Family_37"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_306","Family_8","Family_37"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_416","Family_8","Family_42"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_451","Family_8","Family_47"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_452","Family_8","Family_47"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_537","Family_8","Family_53"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_545","Family_8","Family_53"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_409","Family_8","Family_39"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_555","Family_8","Family_54"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_582","Family_8","Family_56"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_722","Family_8","Family_74"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_723","Family_8","Family_74"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_664","Family_8","Family_67"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_667","Family_8","Family_67"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_752","Family_8","Family_78"
"DB260","DB260AE",NA,"AE",NA,NA,"Frugivore_155","Plant_843","Family_8","Family_83"
"DB214","DB214AE",NA,"AE","Animal",NA,"Frugivore_155","Plant_159","Family_8","Family_18"
"DB214","DB214AE",NA,"AE","Animal",NA,"Frugivore_155","Plant_582","Family_8","Family_56"
"DB55","DB55","Congo","AC","Animal","Site_20","Frugivore_96","Plant_596","Family_24","Family_56"
"DB55","DB55","Congo","AC","Animal","Site_20","Frugivore_96","Plant_289","Family_24","Family_37"
"DB57","DB57","Ghana","AW","Animal",NA,"Frugivore_96","Plant_588","Family_24","Family_56"
"DB58","DB58","Ghana","AW","Animal",NA,"Frugivore_96","Plant_168","Family_24","Family_18"
"DB58","DB58","Ghana","AW","Animal",NA,"Frugivore_96","Plant_557","Family_24","Family_56"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_96","Plant_168","Family_24","Family_18"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_96","Plant_290","Family_24","Family_37"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_96","Plant_292","Family_24","Family_37"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_96","Plant_293","Family_24","Family_37"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_96","Plant_295","Family_24","Family_37"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_96","Plant_844","Family_24","Family_83"
"DB125","DB125Site_12","Uganda","AE","Plant","Site_12","Frugivore_96","Plant_845","Family_24","Family_83"
"DB211","DB211","Kenya","AE","Both","Site_1","Frugivore_96","Plant_161","Family_24","Family_18"
"DB211","DB211","Kenya","AE","Both","Site_1","Frugivore_96","Plant_579","Family_24","Family_56"
"DB211","DB211","Kenya","AE","Both","Site_1","Frugivore_96","Plant_594","Family_24","Family_56"
"DB211","DB211","Kenya","AE","Both","Site_1","Frugivore_96","Plant_667","Family_24","Family_67"
"DB214","DB214AC",NA,"AC","Animal",NA,"Frugivore_96","Plant_850","Family_24","Family_83"
"DB214","DB214NA",NA,NA,"Animal",NA,"Frugivore_96","Plant_566","Family_24","Family_56"
"DB58","DB58","Ghana","AW","Animal",NA,"Frugivore_97","Plant_588","Family_24","Family_56"
"DB58","DB58","Ghana","AW","Animal",NA,"Frugivore_97","Plant_284","Family_24","Family_37"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_97","Plant_557","Family_24","Family_56"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_97","Plant_103","Family_24","Family_6"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_97","Plant_104","Family_24","Family_6"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_97","Plant_105","Family_24","Family_6"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_97","Plant_574","Family_24","Family_56"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_97","Plant_595","Family_24","Family_56"
"DB260","DB260NA",NA,NA,NA,NA,"Frugivore_97","Plant_596","Family_24","Family_56"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_937","Family_41","Family_90"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_45","Family_41","Family_5"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_52","Family_41","Family_5"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_61","Family_41","Family_5"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_188","Family_41","Family_24"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_197","Family_41","Family_25"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_684","Family_41","Family_67"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_359","Family_41","Family_38"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_362","Family_41","Family_38"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_841","Family_41","Family_81"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_429","Family_41","Family_44"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_443","Family_41","Family_47"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_557","Family_41","Family_56"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_614","Family_41","Family_58"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_866","Family_41","Family_83"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_883","Family_41","Family_84"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_920","Family_41","Family_84"
"DB8","DB8","DRC","AC","Animal","Site_76","Frugivore_192","Plant_501","Family_41","Family_51"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_165","Family_41","Family_18"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_11","Family_41","Family_3"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_25","Family_41","Family_3"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_29","Family_41","Family_3"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_36","Family_41","Family_3"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_38","Family_41","Family_5"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_40","Family_41","Family_5"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_45","Family_41","Family_5"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_52","Family_41","Family_5"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_57","Family_41","Family_5"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_69","Family_41","Family_5"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_73","Family_41","Family_5"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_141","Family_41","Family_14"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_143","Family_41","Family_14"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_149","Family_41","Family_14"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_153","Family_41","Family_14"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_188","Family_41","Family_24"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_196","Family_41","Family_25"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_197","Family_41","Family_25"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_198","Family_41","Family_25"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_155","Family_41","Family_16"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_250","Family_41","Family_35"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_740","Family_41","Family_75"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_675","Family_41","Family_67"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_303","Family_41","Family_37"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_353","Family_41","Family_38"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_386","Family_41","Family_38"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_841","Family_41","Family_81"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_425","Family_41","Family_44"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_426","Family_41","Family_44"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_430","Family_41","Family_44"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_541","Family_41","Family_53"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_937","Family_41","Family_90"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_614","Family_41","Family_58"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_617","Family_41","Family_58"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_641","Family_41","Family_61"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_782","Family_41","Family_79"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_851","Family_41","Family_83"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_856","Family_41","Family_83"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_859","Family_41","Family_83"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_866","Family_41","Family_83"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_869","Family_41","Family_83"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_875","Family_41","Family_84"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_883","Family_41","Family_84"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_900","Family_41","Family_84"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_902","Family_41","Family_84"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_903","Family_41","Family_84"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_921","Family_41","Family_84"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_926","Family_41","Family_84"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_477","Family_41","Family_51"
"DB13","DB13","DRC","AC","Animal","Site_77","Frugivore_192","Plant_483","Family_41","Family_51"
"DB108","DB108","DRC","AC","Animal","Site_78","Frugivore_192","Plant_505","Family_41","Family_51"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_443","Family_41","Family_47"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_55","Family_41","Family_5"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_83","Family_41","Family_5"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_102","Family_41","Family_6"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_104","Family_41","Family_6"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_110","Family_41","Family_6"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_149","Family_41","Family_14"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_188","Family_41","Family_24"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_189","Family_41","Family_25"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_194","Family_41","Family_25"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_196","Family_41","Family_25"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_197","Family_41","Family_25"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_203","Family_41","Family_25"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_250","Family_41","Family_35"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_251","Family_41","Family_35"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_277","Family_41","Family_37"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_283","Family_41","Family_37"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_725","Family_41","Family_75"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_730","Family_41","Family_75"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_303","Family_41","Family_37"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_684","Family_41","Family_67"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_685","Family_41","Family_67"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_353","Family_41","Family_38"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_356","Family_41","Family_38"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_359","Family_41","Family_38"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_362","Family_41","Family_38"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_393","Family_41","Family_38"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_425","Family_41","Family_44"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_426","Family_41","Family_44"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_584","Family_41","Family_56"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_937","Family_41","Family_90"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_939","Family_41","Family_90"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_607","Family_41","Family_56"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_557","Family_41","Family_56"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_611","Family_41","Family_58"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_634","Family_41","Family_61"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_744","Family_41","Family_76"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_795","Family_41","Family_79"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_854","Family_41","Family_83"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_866","Family_41","Family_83"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_882","Family_41","Family_84"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_475","Family_41","Family_51"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_477","Family_41","Family_51"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_484","Family_41","Family_51"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_488","Family_41","Family_51"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_512","Family_41","Family_51"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_524","Family_41","Family_51"
"DB109","DB109","DRC","AC","Animal","Site_78","Frugivore_192","Plant_527","Family_41","Family_51"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_505","Family_41","Family_51"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_45","Family_41","Family_5"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_45","Family_41","Family_5"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_46","Family_41","Family_5"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_46","Family_41","Family_5"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_105","Family_41","Family_6"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_105","Family_41","Family_6"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_188","Family_41","Family_24"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_188","Family_41","Family_24"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_196","Family_41","Family_25"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_196","Family_41","Family_25"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_277","Family_41","Family_37"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_730","Family_41","Family_75"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_730","Family_41","Family_75"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_682","Family_41","Family_67"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_682","Family_41","Family_67"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_684","Family_41","Family_67"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_684","Family_41","Family_67"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_319","Family_41","Family_38"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_319","Family_41","Family_38"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_353","Family_41","Family_38"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_378","Family_41","Family_38"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_378","Family_41","Family_38"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_425","Family_41","Family_44"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_425","Family_41","Family_44"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_937","Family_41","Family_90"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_607","Family_41","Family_56"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_607","Family_41","Family_56"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_641","Family_41","Family_61"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_641","Family_41","Family_61"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_910","Family_41","Family_84"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_910","Family_41","Family_84"
"DB121","DB121","DRC","AC","Animal","Site_79","Frugivore_192","Plant_499","Family_41","Family_51"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_945","Family_41","Family_92"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_24","Family_41","Family_3"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_24","Family_41","Family_3"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_39","Family_41","Family_5"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_44","Family_41","Family_5"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_57","Family_41","Family_5"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_65","Family_41","Family_5"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_52","Family_41","Family_5"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_79","Family_41","Family_5"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_138","Family_41","Family_13"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_153","Family_41","Family_14"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_194","Family_41","Family_25"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_203","Family_41","Family_25"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_303","Family_41","Family_37"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_838","Family_41","Family_81"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_416","Family_41","Family_42"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_937","Family_41","Family_90"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_939","Family_41","Family_90"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_614","Family_41","Family_58"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_630","Family_41","Family_61"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_866","Family_41","Family_83"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_883","Family_41","Family_84"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_909","Family_41","Family_84"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_480","Family_41","Family_51"
"DB213","DB213","DRC","AC","Animal","Site_80","Frugivore_192","Plant_504","Family_41","Family_51"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_493","Family_41","Family_51"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_24","Family_41","Family_3"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_39","Family_41","Family_5"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_44","Family_41","Family_5"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_65","Family_41","Family_5"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_52","Family_41","Family_5"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_57","Family_41","Family_5"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_79","Family_41","Family_5"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_138","Family_41","Family_13"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_153","Family_41","Family_14"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_194","Family_41","Family_25"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_203","Family_41","Family_25"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_303","Family_41","Family_37"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_838","Family_41","Family_81"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_416","Family_41","Family_42"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_937","Family_41","Family_90"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_939","Family_41","Family_90"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_614","Family_41","Family_58"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_630","Family_41","Family_61"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_866","Family_41","Family_83"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_883","Family_41","Family_84"
"DB227","DB227","DRC","AC","Animal","Site_80","Frugivore_192","Plant_480","Family_41","Family_51"
"DB228","DB228","DRC","AC","Animal","Site_78","Frugivore_192","Plant_504","Family_41","Family_51"
"DB228","DB228","DRC","AC","Animal","Site_78","Frugivore_192","Plant_584","Family_41","Family_56"
"DB62","DB62","Nigeria","AW","Animal","Site_21","Frugivore_193","Plant_503","Family_41","Family_51"
